video no,time_process(milli),Gavam(1)/Clm(2),face_displacement_X_Axis,face_displacement_Y_Axis,face_displacement_Z_Axis,face_Angular_displacement_X_Axis,face_Angular_displacement_Y_Axis,face_Angular_displacement_Z_Axis,confidence,polarity
35,947.804450813,0.0,32.1924784579,5.28102465599,17.6588139426,0.0714618713856,0.0309106110619,0.0422060856171,7.24840186194,0.0
35,2872.31359197,0.0,4.99493212003,4.36766925203,9.43657339619,0.0575427277342,0.0373161987263,0.0346304353633,7.23076319526,-1.0
35,2804.95606415,0.0,17.6960364967,5.07291295977,13.4660466178,0.0937983532034,0.0780319112705,0.130812490478,3.10141816631,-1.0
35,1044.03100931,0.0,32.8412849225,10.2156986601,23.0908856108,0.0645104736426,0.0800736960101,0.0957877941083,14.0197750811,1.0
35,1284.59562768,0.0,16.1165828969,1.37609481547,3.89834067163,0.0372616652685,0.0289010604063,0.0286602858484,0.392537693269,-1.0
35,2208.35945494,0.0,13.0909665738,3.56608246155,10.4490293681,0.065438686059,0.0532791339011,0.0836256396247,2.09689164066,-1.0
36,591.764504903,0.276591272893,8.13494364757,11.621629404,28.9103038105,0.0385964241069,0.0213296867818,0.0385698098774,178.931908396,-1.0
36,1130.63407345,0.182493454376,20.584000165,6.89576894966,33.5507821495,0.0427420725932,0.0419968787163,0.0541679078163,14.2212062676,-1.0
36,322.318111941,0.0,4.57870108087,8.2937603316,16.8548644147,0.0206915443088,0.00822432799019,0.010625371991,16.4034710767,0.0
36,466.666747728,0.376621788577,2.75948961321,9.02908574207,22.1035291149,0.0284708019528,0.0245740965149,0.0253095635656,17.419420397,-1.0
36,399.305111769,0.35783904271,1.55089156599,12.0535383361,22.6551323137,0.0633808099126,0.0257679080341,0.0206929064373,18.6209676075,-1.0
36,2044.77645183,0.49740001824,8.4792418627,16.0430445115,34.904576497,0.0785556521973,0.0195061645387,0.0307379292576,14.4647819814,-1.0
36,851.577838819,0.500783085836,15.0132920962,11.1235590343,30.7342609069,0.0789436601373,0.0331371311563,0.0260870346856,15.1808888797,-1.0
36,1457.80174464,0.439144261171,14.6957307861,5.05299213777,25.0809442735,0.0589609321902,0.0837132846522,0.0304981467355,17.9286828645,-1.0
36,1467.42430286,0.422392973816,10.0367385811,8.25008239217,22.3686868933,0.0521211048104,0.0452594163473,0.0283693066053,12.5188621516,-1.0
37,1659.87507022,0.168492649341,20.5416576463,11.2299989328,29.4108537173,0.112354274551,0.0768139692803,0.131669244107,288.36252706,0.0
37,1611.76239614,0.0,2.61145945476,4.98166951572,10.5978521906,0.0544936251429,0.0287476821417,0.0705153101453,10.0351305,-1.0
37,3141.74397169,0.43971117553,9.55983750792,6.49400273003,31.2897820421,0.0649376408003,0.0805940909459,0.0694061704327,95.4247032003,0.0
37,1313.46290985,0.362678849276,8.07370242863,5.91765402387,29.4502183437,0.0726289938192,0.0432860823029,0.108611387933,2.61767295151,-1.0
37,2064.02178445,0.0683585927025,8.41597280668,17.5365981429,30.0225494631,0.117375532815,0.0379247288058,0.064871678095,8.7836806848,-1.0
38,697.61502022,0.0,7.76217884171,7.75706882168,29.8768350289,0.0633958974938,0.0602137116017,0.0282404554242,1.61933695924,0.0
38,2073.64412632,0.0,7.2484978665,17.5844542983,30.9072192457,0.0676299814701,0.122092215262,0.0424140338318,2.47354132856,1.0
38,1053.65352936,0.0,10.494542146,9.38915937105,28.7149153343,0.0473984096969,0.168782224135,0.0377586403311,0.658689704207,0.0
38,534.028020488,0.0,8.87294362142,23.2205393677,69.8008881587,0.0729690182928,0.265413653138,0.0485754135975,8.49346474157,0.0
38,4421.53827792,0.0,15.9538421539,20.0208055246,48.6226996201,0.0515973860723,0.16584048261,0.0541909421375,5.72693688093,1.0
38,1121.01178452,0.0,15.411672098,11.9042931966,36.838138835,0.0585288267909,0.148583650223,0.0667676642651,0.800967510971,1.0
39,803.464683797,0.215475337157,15.1023445466,10.5546296108,38.4707098599,0.058831921211,0.134824739755,0.0832904814306,23.4293404424,1.0
39,1525.15936007,0.302639627568,7.51709655717,13.5593539881,34.044867267,0.112573671296,0.0943275722286,0.0393904298061,15.0217457198,1.0
39,591.763647847,0.434194184857,9.24438319289,16.8483325123,33.3525676907,0.124957402075,0.151056503276,0.0244008704152,18.4948556888,1.0
39,1640.62984633,0.471388112412,15.6463843931,10.3506039025,45.5764813986,0.0523073115774,0.102837092235,0.116713508831,14.872941224,1.0
39,2612.50546709,0.440532186512,23.3018272748,14.9040345631,62.6898420992,0.0964197625361,0.177240306827,0.0827901533039,22.8880210151,1.0
39,1996.66351165,0.366955001307,13.1512581147,18.8140301864,44.9987894837,0.129702155156,0.130454235814,0.114839190594,15.7026271217,0.0
40,1727.23284064,0.0,9.87640717321,4.53383477566,92.6607071288,0.0838735713457,0.11281483186,0.0364694906698,7.44341375412,0.0
40,2708.73080447,0.0,20.9022078076,4.80712691473,80.1961005353,0.0759242878042,0.12064680274,0.0581244118353,11.6889351502,1.0
40,1679.12036204,0.0,13.750417422,3.22038704835,70.1253837683,0.134696830271,0.0642314520195,0.0635628881477,3.0829871707,0.0
40,1274.9730596,0.0,22.906499559,3.5642579664,89.516862525,0.0683294866779,0.0783749541791,0.0547105078661,3.92846497814,1.0
41,707.237749462,0.416552495774,21.6877200563,4.78156668592,53.8592851819,0.0516072173472,0.225631255756,0.143645084054,14.1406730874,0.0
41,986.295012962,0.0,12.1774076247,11.2307719204,50.7564140671,0.0773393883953,0.0840812515898,0.0412287591202,2.63845049162e-13,0.0
41,1496.29178536,0.495053030636,6.42039665096,13.1716196742,98.342971976,0.104835384938,0.078262640288,0.0354037774501,19.9736370876,-1.0
41,601.386967684,0.431751441509,37.1582983898,9.12245691045,19.5758332288,0.0954980905377,0.215458500982,0.198831634309,124.826889567,0.0
42,1380.82099363,0.0,5.23072725618,8.09358286269,26.1874943492,0.0865030796871,0.0412387204959,0.0172559601864,16.7924543599,1.0
42,447.420549546,0.443961089821,1.58197203515,8.89681645948,25.7007588725,0.0806664836779,0.038268428016,0.0152164535639,21.6192746291,0.0
42,1919.68371422,0.264664326507,8.88629980301,13.1648259621,25.1362146654,0.14681599747,0.109947458188,0.0343903367502,14.0006413067,0.0
42,1274.9730596,0.480657561009,7.94078187524,7.5237741709,18.6089358299,0.0731213090065,0.0641259594839,0.0294221957662,23.677336712,0.0
42,890.069087206,0.104257207029,4.14074835129,6.72405876665,17.9624495677,0.0983696428454,0.116448806224,0.0623818824566,6.43302055432,0.0
42,2198.73718056,0.475458459363,6.9327126647,9.44521424505,22.8145975398,0.089762788451,0.118170529921,0.0954227291653,25.2480439112,1.0
42,899.691721639,0.502680984366,3.72568323568,8.80341787871,25.5218658645,0.117252951007,0.0440049994876,0.0336619706905,24.9284948292,1.0
42,2217.9819818,0.462962780133,6.14750145172,6.97314522527,33.9508401842,0.060507887799,0.0856895837601,0.0385228286408,22.677180398,-1.0
42,2602.88273147,0.328150538187,7.33443888119,7.66037063826,25.4593367717,0.0750229213679,0.045803449819,0.0297015467367,16.0042065031,1.0
43,1072.89848984,0.0,8.37657500301,5.44848461715,20.5534692025,0.102156251131,0.0796480993083,0.0380915081214,7.79169125226,1.0
43,2256.47221976,0.0,7.74243777518,5.07038284708,13.4069514978,0.0765240885053,0.127540137786,0.0364730513562,2.85435837385,0.0
43,1246.10534268,0.124027222568,6.60647230878,1.98003454628,9.29324451997,0.0645055148855,0.0829523732276,0.018704344687,1.25418476764,0.0
43,2227.60476003,0.159403178248,7.86765114844,5.80794771918,13.9652413508,0.074008946395,0.122031177677,0.0584239634712,3.43001504224,0.0
43,1226.86019035,0.0,3.02400155643,4.77444327976,13.1319776544,0.0550506898712,0.0992649881607,0.0278990125815,0.954822517739,-1.0
43,2891.55872413,0.237883645429,10.0415884783,5.60452446806,20.5748240106,0.0831790072431,0.140359317561,0.0992408990064,6.88655006337,1.0
44,1226.85991253,0.0887356509416,17.0771064594,20.0105185941,53.5717089712,0.08073309492,0.104906514547,0.0417037219162,1.06711665868,-1.0
44,2593.2605579,0.0,12.9596003203,29.845027866,93.2064038846,0.147854127927,0.111259783171,0.0389128509434,4.37450201764e-13,-1.0
44,1217.23761611,0.0,14.4190753526,22.2121425776,62.0017805251,0.0714968206631,0.0601923920206,0.0267948257531,3.04375144527e-13,-1.0
44,3430.4194213,0.139034493142,23.5161036884,25.11258338,72.4829487907,0.108368512219,0.0845841529402,0.0299403696951,139.034492308,-1.0
45,1140.25665702,0.0,4.57788948794,2.1818234478,5.12075252447,0.0192437643818,0.0610235004981,0.00733285103158,0.625991996974,1.0
45,1467.42407245,0.0,1.46746082119,0.988128973453,2.42221488158,0.0156031684031,0.0433570928767,0.00826073962196,0.345968894255,0.0
45,2602.88314706,0.0,1.8829030888,2.52879924311,4.21472952663,0.0233243629561,0.0609237670578,0.0129274202966,0.379366783156,0.0
45,2420.05501881,0.0,2.03366156846,2.07076188394,5.77712658729,0.0248474104643,0.0210837385264,0.00948122776336,0.311845494274,0.0
45,1303.83990896,0.0,1.13035039713,2.48921111219,5.78605809534,0.0299091406038,0.0495451675462,0.011022494217,0.517062005202,1.0
46,312.694228101,0.0,3.99174737278,2.59720999926,7.03090276749,0.0155016315626,0.0116692308705,0.0160706940308,0.256745918275,0.0
46,8819.0240743,0.126984215758,12.3367873036,11.752649328,18.9991730367,0.0629008430421,0.0389674734545,0.0384974874113,8.0734745609,1.0
46,2275.71714326,0.0,6.05411089741,4.3013229188,8.62062889674,0.034535309813,0.0220481601841,0.015714165625,2.99235251808,1.0
47,2622.12805019,0.0,18.5255892755,3.4718926041,27.8531650621,0.109913341856,0.122062505288,0.117866733609,1.61285567207,0.0
47,3747.96248773,0.0,8.85042899069,3.04728945194,33.0406513415,0.0623214296476,0.0632348568258,0.0569994847117,3.7486164696,-1.0
47,1544.40435624,0.0,1.66609820001,2.68784097411,12.6300897899,0.0524646369582,0.0383481603611,0.0215649414335,0.395728375443,-1.0
47,697.613908312,0.255992346325,15.5747139147,20.2805619291,26.7945321354,0.220318227652,0.138253278482,0.11736941917,292.340652489,0.0
48,784.219390544,0.331010424661,15.8402217559,37.1558982737,68.4432729908,0.121254928163,0.147000815107,0.0484374482957,263.351371887,-1.0
48,2930.04871135,0.275178183782,34.183523217,21.2480855055,60.3990491674,0.061600386979,0.291105822111,0.0656681756801,13.9708874804,0.0
48,3430.41958417,0.128905210337,12.7734993708,9.49177082587,26.8909167891,0.0728773112989,0.0712035911858,0.0252780214882,74.454456272,1.0
48,2660.61828023,0.212240696632,11.1322378186,7.14405773045,20.3637829444,0.0543543708131,0.0608275183209,0.0338021319428,8.12061047488,0.0
